UF;NACIONALIDADE;CLASSIFICACAO;QTD
SP;MÉXICO;Provisório;17
SP;CABO VERDE;Temporário;79
SP;JORDÂNIA;Provisório;9
SP;ETIÓPIA;Residente;28
SP;IUGUSLAVIA;Residente;6
SP;ALEMANHA;Provisório;6
SP;ISLÂNDIA;Residente;20
SP;PALESTINA;Provisório;40
SP;CONGO;Temporário;19
SP;IRÃ;Provisório;75
SP;EL SALVADOR;Provisório;6
SP;CINGAPURA;Temporário;8
SP;UGANDA;Residente;22
SP;CAZAQUISTÃO;Residente;23
SP;SERRA LEOA;Provisório;24
SP;CINGAPURA;Residente;73
SP;SÍRIA;Temporário;38
SP;SAO TOMÉ E PRÍNCIPE;Residente;21
SP;GUIANA;Temporário;14
SP;CHADE;Residente;6
SP;ESTADOS UNIDOS;Provisório;11
SP;MALÁSIA;Residente;98
SP;COSTA RICA;Temporário;79
SP;JAMAICA;Residente;16
SP;MALI;Temporário;5
SP;CANADÁ;Temporário;55
SP;CHIPRE;Residente;14
SP;PORTUGAL;Provisório;47
SP;COLÔMBIA;Provisório;93
SP;TOGO;Temporário;14
SP;IRLANDA;Temporário;13
SP;TURQUIA;Provisório;57
SP;MOLDOVA;Residente;17
SP;REP. CENTRO AFRICANA;Residente;4
SP;SOMÁLIA;Residente;11
SP;BENIN;Residente;149
SP;POLÔNIA;Temporário;59
SP;PARAGUAI;Provisório;9
SP;MACEDÔNIA;Residente;13
SP;SAO TOMÉ E PRÍNCIPE;Provisório;7
SP;ITÁLIA;Provisório;8
SP;ALBÂNIA;Residente;26
SP;BERMUDAS;Residente;2
SP;IÊMEN;Provisório;20
SP;TURCOMENISTÃO;Temporário;1
SP;SUÉCIA;Temporário;78
SP;BELIZE;Residente;2
SP;TAILÂNDIA;Provisório;25
SP;LÍBIA;Provisório;6
SP;UZBEQUISTÃO;Residente;13
SP;BENIN;Temporário;56
SP;BÉLGICA;Temporário;66
SP;MAURITÂNIA;Residente;49
SP;HONG-KONG (R.A.E.);Residente;44
SP;MALAVI;Residente;4
SP;HUNGRIA;Provisório;2
SP;ESLOVÊNIA;Residente;40
SP;TRINIDAD E TOBAGO;Residente;28
SP;EL SALVADOR;Temporário;39
SP;BELARUS;Temporário;9
SP;GABÃO;Provisório;7
SP;ROMÊNIA;Temporário;23
SP;VIETINA;Temporário;8
SP;GRANADA;Residente;6
SP;IRAQUE;Provisório;26
SP;AUSTRIA;Temporário;35
SP;SUÍCA;Temporário;54
SP;FINLÂNDIA;Provisório;1
SP;SRI LANKA;Temporário;21
SP;PALESTINA;Temporário;6
SP;NEPAL;Temporário;7
SP;ARGÉLIA;Temporário;1
SP;SERRA LEOA;Temporário;1
SP;PAÍSES BAIXOS;Temporário;92
SP;TANZÂNIA;Provisório;23
SP;PANAMÁ;Provisório;4
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;21
SP;IRÃ;Temporário;97
SP;ASHMORE E CARTIER;Residente;1
SP;LESOTO;Residente;2
SP;NACIONALIDADE INDEFINIDA;Provisório;3
SP;QUÊNIA;Temporário;18
SP;FRANÇA;Provisório;3
SP;BAHAMA,IS;Residente;5
SP;JAMAICA;Provisório;6
SP;ARGENTINA;Provisório;15
SP;KOSOVO;Residente;2
SP;ARMÊNIA;Temporário;3
SP;MALTA;Residente;22
SP;UCRÂNIA;Provisório;7
SP;AUSTRÁLIA;Temporário;27
SP;GÂMBIA;Residente;73
SP;ISRAEL;Provisório;10
SP;ROMÊNIA;Provisório;4
SP;NÍGER;Temporário;3
SP;POLÔNIA;Provisório;6
SP;TAIWAN, PROVINCIA DA CHINA;Temporário;32
SP;HONDURAS;Temporário;43
SP;TAIWAN, PROVINCIA DA CHINA;Provisório;5
SP;MALÁSIA;Provisório;5
SP;INDONÉSIA;Provisório;6
SP;NICARÁGUA;Temporário;16
SP;ESLOVÁQUIA;Temporário;4
SP;NAMÍBIA;Residente;8
SP;SURINAME;Residente;20
SP;INDONÉSIA;Temporário;13
SP;GUATEMALA;Provisório;3
SP;TURCOMENISTÃO;Residente;2
SP;SURINAME;Provisório;10
SP;AFRICA DO SUL;Temporário;17
SP;TAILÂNDIA;Temporário;8
SP;GUINÉ;Temporário;6
SP;AZERBAIJÃO;Residente;5
SP;ETIÓPIA;Provisório;4
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;SURINAME;Temporário;5
SP;COSTA DO MARFIM;Temporário;11
SP;eritréia;Residente;2
SP;REPÚBLICA TCHECA;Temporário;9
SP;CHADE;Provisório;3
SP;SRI LANKA;Provisório;3
SP;ETIÓPIA;Temporário;7
SP;MYANMAR;Residente;10
SP;DJIBUTI;Residente;2
SP;MADAGASCAR;Temporário;2
SP;NOVA ZELÂNDIA;Temporário;15
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;BULGÁRIA;Temporário;4
SP;FINLÂNDIA;Temporário;23
SP;BARBADOS;Residente;2
SP;DOMINICA;Residente;11
SP;IRÃ;Residente;2
SP;COSTA RICA;Provisório;2
SP;SEYCHELLES;Residente;1
SP;ILHAS CANARIAS;Residente;7
SP;PORTO RICO;Residente;4
SP;KUAITE;Residente;7
SP;LIECHTENSTEIN;Residente;6
SP;NICARÁGUA;Provisório;3
SP;MAURITÂNIA;Temporário;1
SP;ARMÊNIA;Provisório;2
SP;ANDORRA;Residente;4
SP;EMIRADOS ÁRABES;Residente;12
SP;GUINÉ EQUATORIAL;Residente;3
SP;GRÉCIA;Provisório;2
SP;NAMÍBIA;Provisório;11
SP;CATAR;Residente;2
SP;ARUBA;Temporário;1
SP;BAREINE;Residente;1
SP;ERITRÉIA;Provisório;1
SP;SÃO CRISTOVÃO E NEVIS;Residente;8
SP;EGITO;Temporário;12
SP;TANZÂNIA;Temporário;3
SP;LITUÂNIA;Temporário;6
SP;JAMAICA;Temporário;11
SP;BELARUS;Provisório;5
SP;CANADÁ;Provisório;3
SP;BOTSUANA;Provisório;1
SP;BULGÁRIA;Provisório;2
SP;BHUTAN;Residente;3
SP;JORDÂNIA;Temporário;5
SP;SOMÁLIA;Provisório;4
SP;SÉRVIA;Temporário;5
SP;GUIANA;Provisório;7
SP;SÉRVIA;Provisório;3
SP;GUINÉ EQUATORIAL;Temporário;18
SP;LETÔNIA;Provisório;2
SP;TONGA;Temporário;1
SP;GABÃO;Temporário;5
SP;MONGÓLIA;Residente;13
SP;SUDÃO;Provisório;3
SP;COMORES;Residente;1
SP;GÂMBIA;Temporário;4
SP;CAMBOJA;Residente;5
SP;MALAVI;Provisório;1
SP;AUSTRÁLIA;Provisório;1
SP;ESTÔNIA;Temporário;7
SP;UZBEQUISTÃO;Temporário;1
SP;SRI LANKA;Residente;13
SP;REP. MONTENEGRO;Residente;3
SP;TRINIDAD E TOBAGO;Provisório;3
SP;BURKINA FASO;Temporário;3
SP;ERITRÉIA;Residente;1
SP;CROÁCIA;Provisório;3
SP;PANAMÁ, ZONA DO CANAL;Residente;3
SP;SANTA LÚCIA;Residente;2
SP;DOMINICA;Temporário;3
SP;BUTÃO;Residente;9
SP;HONG-KONG (R.A.E.);Temporário;5
SP;HONDURAS;Provisório;6
SP;ESLOVÊNIA;Temporário;4
SP;DINAMARCA;Provisório;1
SP;NÍGER;Residente;2
SP;CHILE;Provisório;5
SP;IRAQUE;Temporário;2
SP;URUGUAI;Provisório;1
SP;INFNI;Residente;2
SP;RUANDA;Residente;4
SP;BURUNDI;Temporário;2
SP;ZÂMBIA;Provisório;1
SP;GIBRALTAR;Residente;5
SP;TUNÍSIA;Temporário;6
SP;LIBÉRIA;Temporário;1
SP;CROÁCIA;Temporário;13
SP;EQUADOR;Provisório;5
SP;BÓSNIA-HERZEGOVINA;Temporário;4
SP;CHIPRE;Temporário;1
SP;BÉLGICA;Provisório;1
SP;LETÔNIA;Temporário;3
SP;AZERBAIJÃO;Temporário;1
SP;MACAU (R.A.E.);Residente;4
SP;PAÍSES BAIXOS;Provisório;2
SP;ILHAS BALEARES;Residente;1
SP;ERITRÉIA;Temporário;1
SP;CAZAQUISTÃO;Provisório;1
SP;JAPÃO;Provisório;2
SP;GAZA;Residente;1
SP;MOLDOVA;Provisório;1
SP;IÊMEN;Temporário;2
SP;GUIANA FRANCESA;Temporário;2
SP;BRUNEI;Residente;1
SP;BAHAMA,IS;Temporário;1
SP;TURCAS E CAICOS;Residente;1
SP;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
SP;NAMÍBIA;Temporário;1
SP;REP. CENTRO AFRICANA;Provisório;1
SP;CHIPRE;Provisório;1
SP;ARÁBIA SAUDITA;Temporário;1
SP;SAN MARINO;Residente;2
SP;LUXEMBURGO;Temporário;1
SP;MASCATE;Residente;2
SP;KABARDINO BALKAR;Residente;1
SP;NACIONALIDADE INDEFINIDA;Residente;5
SP;TONGA;Residente;1
SP;HONG-KONG (R.A.E.);Provisório;1
SP;LESOTO;Provisório;1
SP;ZÂMBIA;Temporário;2
SP;BÓSNIA-HERZEGOVINA;Provisório;1
SP;GUIANA FRANCESA;Provisório;4
MG;VENEZUELA;Residente;3584
MG;ITÁLIA;Residente;2748
MG;BOLÍVIA;Residente;1017
MG;VENEZUELA;Temporário;5853
MG;COLÔMBIA;Temporário;1523
MG;AUSTRÁLIA;Residente;140
MG;URUGUAI;Residente;480
MG;FRANÇA;Residente;842
MG;PORTUGAL;Residente;4134
MG;CUBA;Provisório;266
MG;ESTADOS UNIDOS;Residente;1790
MG;ALEMANHA;Residente;1076
MG;ARGENTINA;Residente;1877
MG;ESPANHA;Temporário;43
MG;SÍRIA;Residente;260
MG;COLÔMBIA;Residente;1808
MG;CHINA;Residente;1479
MG;ESPANHA;Residente;1035
MG;HAITI;Residente;4282
MG;CHILE;Residente;1012
MG;INDIA;Residente;146
MG;AUSTRIA;Residente;138
MG;BÉLGICA;Residente;237
MG;REINO UNIDO;Residente;458
MG;BOLÍVIA;Temporário;360
MG;AFRICA DO SUL;Temporário;13
MG;ROMÊNIA;Residente;55
MG;JAPÃO;Residente;1147
MG;IRLANDA;Residente;69
MG;PERU;Temporário;297
MG;LÍBANO;Residente;423
MG;CORÉIA DO SUL;Residente;134
MG;PERU;Residente;921
MG;CANADÁ;Residente;207
MG;VENEZUELA;Provisório;651
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;16
MG;ITÁLIA;Temporário;88
MG;BANGLADESH;Residente;139
MG;BENIN;Temporário;56
MG;FRANÇA;Temporário;419
MG;LÍBANO;Provisório;5
MG;PAÍSES BAIXOS;Residente;475
MG;MÉXICO;Residente;231
MG;GUINÉ BISSAU;Residente;97
MG;FINLÂNDIA;Residente;24
MG;SUÍCA;Residente;282
MG;LUXEMBURGO;Residente;37
MG;PARAGUAI;Residente;280
MG;HAITI;Temporário;625
MG;ANGOLA;Residente;269
MG;ANGOLA;Temporário;74
MG;CHILE;Temporário;126
MG;BANGLADESH;Provisório;6
MG;CONGO;Residente;39
MG;ESLOVÁQUIA;Residente;23
MG;EQUADOR;Temporário;123
MG;BÉLGICA;Temporário;14
MG;LÍBIA;Residente;39
MG;IRAQUE;Residente;28
MG;AFEGANISTÃO;Temporário;151
MG;MOÇAMBIQUE;Residente;72
MG;NICARÁGUA;Residente;56
MG;FILIPINAS;Residente;82
MG;HUNGRIA;Temporário;6
MG;GANA;Residente;18
MG;CUBA;Residente;643
MG;PARAGUAI;Temporário;52
MG;MARROCOS;Residente;57
MG;EQUADOR;Residente;174
MG;SERVIA E MONTENEGRO;Residente;26
MG;ARGENTINA;Temporário;68
MG;DINAMARCA;Residente;61
MG;GRÉCIA;Residente;80
MG;ISRAEL;Residente;50
MG;GANA;Temporário;22
MG;RÚSSIA;Residente;101
MG;SUÉCIA;Residente;71
MG;HONDURAS;Temporário;45
MG;NICARÁGUA;Provisório;3
MG;AFRICA DO SUL;Residente;61
MG;QUÊNIA;Temporário;11
MG;COLÔMBIA;Provisório;30
MG;INDIA;Provisório;7
MG;JAMAICA;Residente;3
MG;GUINÉ BISSAU;Temporário;49
MG;MOÇAMBIQUE;Temporário;175
MG;CAMARÕES;Residente;25
MG;FILIPINAS;Temporário;10
MG;INDONÉSIA;Residente;38
MG;REP. CENTRO AFRICANA;Temporário;1
MG;CANADÁ;Temporário;10
MG;TAILÂNDIA;Residente;7
MG;MÉXICO;Temporário;57
MG;PANAMÁ;Residente;44
MG;NIGÉRIA;Temporário;31
MG;REINO UNIDO;Temporário;21
MG;UCRÂNIA;Residente;33
MG;ALEMANHA;Temporário;45
MG;BENIN;Residente;22
MG;ZIMBÁBUE;Residente;4
MG;COSTA DO MARFIM;Residente;10
MG;ARÁBIA SAUDITA;Provisório;1
MG;EL SALVADOR;Residente;38
MG;NOVA ZELÂNDIA;Residente;51
MG;HUNGRIA;Residente;41
MG;TCHECOSLOVAQUIA;Residente;8
MG;EMIRADOS ÁRABES;Residente;1
MG;ESTADOS UNIDOS;Temporário;213
MG;SÉRVIA;Residente;16
MG;NICARÁGUA;Temporário;3
MG;PAQUISTÃO;Temporário;15
MG;HONDURAS;Residente;38
MG;TAILÂNDIA;Temporário;1
MG;ZIMBÁBUE;Temporário;2
MG;CABO VERDE;Residente;33
MG;MARROCOS;Provisório;20
MG;RÚSSIA;Temporário;18
MG;REPÚBLICA TCHECA;Residente;13
MG;SÉRVIA;Temporário;3
MG;EGITO;Residente;55
MG;CABO VERDE;Temporário;46
MG;GUATEMALA;Residente;14
MG;SAO TOMÉ E PRÍNCIPE;Residente;16
MG;POLÔNIA;Residente;133
MG;CHINA;Provisório;4
MG;UNIÃO SOVIÉTICA;Residente;5
MG;CHINA;Temporário;182
MG;CUBA;Temporário;53
MG;MYANMAR;Residente;3
MG;IRÃ;Residente;30
MG;NORUEGA;Residente;44
MG;UZBEQUISTÃO;Residente;1
MG;ZÂMBIA;Temporário;1
MG;TAIWAN, PROVINCIA DA CHINA;Temporário;7
MG;CINGAPURA;Residente;5
MG;AUSTRIA;Temporário;12
MG;BURUNDI;Residente;1
MG;GUAM;Residente;1
MG;COSTA RICA;Temporário;4
MG;SENEGAL;Residente;131
MG;BULGÁRIA;Residente;9
MG;MOLDOVA;Residente;11
MG;CROÁCIA;Residente;14
MG;ALBÂNIA;Residente;10
MG;COSTA DO MARFIM;Temporário;5
MG;CONGO;Temporário;18
MG;UCRÂNIA;Temporário;29
MG;PORTUGAL;Temporário;38
MG;INDIA;Temporário;30
MG;COSTA RICA;Residente;33
MG;GABÃO;Residente;3
MG;UGANDA;Residente;2
MG;NIGÉRIA;Residente;26
MG;GABÃO;Temporário;24
MG;REP. DOMINICANA;Residente;44
MG;LETÔNIA;Residente;13
MG;FINLÂNDIA;Temporário;14
MG;TURQUIA;Residente;31
MG;IRLANDA;Temporário;4
MG;FIJI, ILHAS;Residente;3
MG;UGANDA;Temporário;3
MG;AFEGANISTÃO;Residente;19
MG;INDONÉSIA;Temporário;6
MG;QUÊNIA;Residente;13
MG;SÍRIA;Provisório;3
MG;SUÍCA;Temporário;14
MG;AUSTRÁLIA;Temporário;8
MG;ARMÊNIA;Residente;5
MG;ESTÔNIA;Residente;11
MG;ARGÉLIA;Temporário;3
MG;PAQUISTÃO;Residente;39
MG;TRINIDAD E TOBAGO;Residente;5
MG;APÁTRIDA;Residente;12
MG;PORTO RICO;Residente;2
MG;ESPANHA;Provisório;2
MG;JAPÃO;Temporário;39
MG;MARROCOS;Temporário;8
MG;MAURÍCIO;Residente;3
MG;NEPAL;Residente;3
MG;TUNÍSIA;Residente;23
MG;GEÓRGIA;Residente;1
MG;TURQUIA;Temporário;1
MG;RÚSSIA;Provisório;9
MG;GUINÉ;Temporário;2
MG;PORTUGAL;Provisório;4
MG;ESLOVÁQUIA;Temporário;5
MG;SURINAME;Residente;3
MG;GÂMBIA;Residente;26
MG;DINAMARCA;Temporário;27
MG;POLÔNIA;Temporário;7
MG;TANZÂNIA;Residente;2
MG;ARÁBIA SAUDITA;Residente;5
MG;EGITO;Provisório;7
MG;SÍRIA;Temporário;2
MG;BANGLADESH;Temporário;11
MG;REINO UNIDO;Provisório;1
MG;SAO TOMÉ E PRÍNCIPE;Temporário;8
MG;GUIANA FRANCESA;Residente;8
MG;GRANADA;Residente;1
MG;SAO TOMÉ E PRÍNCIPE;Provisório;2
MG;IRÃ;Temporário;11
MG;LITUÂNIA;Residente;18
MG;GUATEMALA;Temporário;8
MG;TUNÍSIA;Temporário;4
MG;JORDÂNIA;Residente;21
MG;SRI LANKA;Residente;3
MG;GUINÉ EQUATORIAL;Temporário;12
MG;MALTA;Residente;3
MG;REP. DOMINICANA;Temporário;12
MG;PAÍSES BAIXOS;Temporário;15
MG;PALESTINA;Residente;15
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;9
MG;MOÇAMBIQUE;Provisório;2
MG;NORUEGA;Temporário;3
MG;PANAMÁ;Temporário;8
MG;MALÁSIA;Residente;5
MG;KUAITE;Residente;2
MG;ARGÉLIA;Residente;16
MG;ROMÊNIA;Temporário;1
MG;URUGUAI;Temporário;9
MG;GUINÉ BISSAU;Provisório;5
MG;CAMARÕES;Temporário;8
MG;SENEGAL;Temporário;29
MG;TUNÍSIA;Provisório;1
MG;IÊMEN;Residente;3
MG;CORÉIA DO SUL;Temporário;6
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;4
MG;ANGOLA;Provisório;15
MG;VIETINA;Residente;4
MG;MALI;Temporário;2
MG;JAMAICA;Temporário;4
MG;CAMARÕES;Provisório;1
MG;TANZÂNIA;Temporário;1
MG;REP. DOMINICANA;Provisório;4
MG;BULGÁRIA;Temporário;2
MG;MÉXICO;Provisório;2
MG;TIMOR LESTE;Residente;5
MG;AFEGANISTÃO;Provisório;11
MG;BURKINA FASO;Temporário;1
MG;BURKINA FASO;Provisório;1
MG;NACIONALIDADE INDEFINIDA;Provisório;1
MG;ZÂMBIA;Residente;4
MG;BUTÃO;Residente;1
MG;TRINIDAD E TOBAGO;Temporário;1
MG;VANUATU;Temporário;1
MG;MALTA;Temporário;1
MG;ESLOVÊNIA;Provisório;1
MG;CABO VERDE;Provisório;2
MG;BELARUS;Residente;3
MG;TOGO;Residente;5
MG;NAMÍBIA;Residente;2
MG;MYANMAR;Temporário;1
MG;HAITI;Provisório;5
MG;SAMOA OCIDENTAL;Residente;1
MG;CORÉIA DO SUL;Provisório;1
MG;ANDORRA;Residente;1
MG;IRÃ;Residente;1
MG;SUÉCIA;Temporário;3
MG;MACEDÔNIA;Residente;1
MG;PERU;Provisório;4
MG;NOVA ZELÂNDIA;Temporário;3
MG;TAIWAN, PROVINCIA DA CHINA;Provisório;1
MG;UCRÂNIA;Provisório;2
MG;ESLOVÊNIA;Residente;5
MG;MONGÓLIA;Residente;1
MG;MALÁSIA;Temporário;1
MG;NAMÍBIA;Temporário;3
MG;SUDÃO;Provisório;2
MG;MALAVI;Temporário;1
MG;ETIÓPIA;Residente;1
MG;GANA;Provisório;1
MG;URUGUAI;Fronteiriço;1
MG;TURQUIA;Provisório;1
SP;GEÓRGIA;Temporário;1
RN;ESPANHA;Temporário;43
RN;ESTADOS UNIDOS;Residente;316
RN;ARGENTINA;Residente;1611
RN;PORTUGAL;Residente;1110
RN;CUBA;Residente;149
RN;HUNGRIA;Residente;12
RN;COLÔMBIA;Temporário;282
RN;CHILE;Residente;173
RN;ARGENTINA;Temporário;221
RN;ITÁLIA;Residente;1258
RN;FRANÇA;Residente;390
RN;SUÍCA;Residente;158
RN;MOÇAMBIQUE;Residente;5
RN;COLÔMBIA;Residente;489
RN;ESPANHA;Residente;698
RN;CHILE;Temporário;82
RN;ALEMANHA;Residente;284
RN;ANGOLA;Residente;18
RN;URUGUAI;Residente;299
RN;ISLÂNDIA;Residente;2
RN;ISRAEL;Residente;10
RN;VENEZUELA;Residente;326
RN;BOLÍVIA;Temporário;20
RN;VENEZUELA;Temporário;183
RN;DINAMARCA;Residente;16
RN;SUÉCIA;Residente;91
RN;BÉLGICA;Residente;81
RN;NORUEGA;Residente;215
RN;PERU;Residente;113
RN;BOLÍVIA;Residente;122
RN;VENEZUELA;Provisório;20
RN;CABO VERDE;Residente;25
RN;BENIN;Temporário;7
RN;PAÍSES BAIXOS;Residente;162
RN;RÚSSIA;Residente;22
RN;ESTADOS UNIDOS;Temporário;52
RN;FINLÂNDIA;Residente;10
RN;JAPÃO;Residente;41
RN;CHINA;Residente;149
RN;REINO UNIDO;Residente;149
RN;SÍRIA;Residente;10
RN;CANADÁ;Residente;53
RN;GUINÉ;Residente;3
RN;CONGO;Temporário;6
RN;NIGÉRIA;Residente;13
RN;NICARÁGUA;Residente;11
RN;SENEGAL;Residente;15
RN;ITÁLIA;Temporário;10
RN;ROMÊNIA;Residente;9
RN;IRLANDA;Residente;17
RN;MÉXICO;Temporário;43
RN;ALEMANHA;Temporário;12
RN;SUÉCIA;Temporário;2
RN;CORÉIA DO SUL;Residente;16
RN;CABO VERDE;Temporário;8
RN;GRÉCIA;Residente;10
RN;EGITO;Residente;7
RN;GUINÉ EQUATORIAL;Temporário;4
RN;EQUADOR;Residente;76
RN;COSTA RICA;Residente;15
RN;LÍBANO;Residente;11
RN;AUSTRÁLIA;Residente;9
RN;ARÁBIA SAUDITA;Residente;1
RN;NORUEGA;Temporário;6
RN;AFRICA DO SUL;Residente;6
RN;MÉXICO;Residente;32
RN;CUBA;Temporário;10
RN;MARROCOS;Residente;6
RN;INDIA;Residente;15
RN;IRÃ;Residente;4
RN;PERU;Temporário;26
RN;POLÔNIA;Residente;17
RN;AUSTRIA;Residente;26
RN;HAITI;Residente;8
RN;CHINA;Provisório;3
RN;UCRÂNIA;Temporário;4
RN;SENEGAL;Temporário;1
RN;NOVA ZELÂNDIA;Temporário;1
RN;FILIPINAS;Residente;4
RN;HAITI;Temporário;5
RN;GUINÉ BISSAU;Residente;12
RN;URUGUAI;Temporário;2
RN;ANDORRA;Residente;1
RN;BULGÁRIA;Residente;3
RN;CHINA;Temporário;14
RN;PORTUGAL;Temporário;15
RN;SUÍCA;Temporário;5
RN;CUBA;Provisório;24
RN;PARAGUAI;Residente;33
RN;REINO UNIDO;Temporário;3
RN;PAÍSES BAIXOS;Temporário;5
RN;BOLÍVIA;Provisório;2
RN;NOVA ZELÂNDIA;Residente;4
RN;MONGÓLIA;Residente;2
RN;REP. DOMINICANA;Residente;3
RN;GUIANA;Residente;1
RN;MOÇAMBIQUE;Temporário;5
RN;PANAMÁ;Residente;4
RN;BENIN;Residente;1
RN;IRAQUE;Residente;2
RN;EL SALVADOR;Residente;6
RN;TURQUIA;Residente;10
RN;GABÃO;Temporário;4
RN;GANA;Temporário;8
RN;TOGO;Residente;1
RN;POLÔNIA;Temporário;4
RN;PANAMÁ;Temporário;1
RN;FRANÇA;Temporário;12
RN;TRINIDAD E TOBAGO;Residente;1
RN;NIGÉRIA;Provisório;4
RN;COSTA DO MARFIM;Residente;1
RN;FINLÂNDIA;Temporário;1
RN;CANADÁ;Temporário;2
RN;BÉLGICA;Temporário;2
RN;LUXEMBURGO;Residente;2
RN;TUNÍSIA;Residente;1
RN;SURINAME;Residente;3
RN;FILIPINAS;Provisório;3
RN;LETÔNIA;Residente;1
RN;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
RN;MACEDÔNIA;Temporário;1
RN;ETIÓPIA;Temporário;1
RN;COLÔMBIA;Provisório;2
RN;CHIPRE;Residente;1
RN;ESTÔNIA;Residente;2
RN;FRANÇA;Provisório;2
RN;GABÃO;Residente;2
RN;ZIMBÁBUE;Temporário;1
RN;TAILÂNDIA;Residente;3
RN;GANA;Residente;1
RN;RÚSSIA;Temporário;5
RN;EQUADOR;Temporário;8
RN;NACIONALIDADE INDEFINIDA;Residente;1
RN;JORDÂNIA;Residente;2
RN;HONDURAS;Residente;7
RN;AFRICA DO SUL;Temporário;1
RN;AFEGANISTÃO;Residente;2
RN;BÓSNIA-HERZEGOVINA;Residente;1
RN;ARGÉLIA;Residente;3
RN;CAMARÕES;Temporário;1
RN;LESOTO;Temporário;1
RN;CONGO;Residente;1
RN;ZÂMBIA;Residente;4
RN;BELARUS;Residente;1
RN;JAPÃO;Temporário;2
RN;MALÁSIA;Residente;1
RN;ANGOLA;Temporário;3
RN;DINAMARCA;Temporário;3
RN;SAO TOMÉ E PRÍNCIPE;Residente;1
RN;TCHECOSLOVAQUIA;Residente;1
RN;MALTA;Residente;2
RN;GUATEMALA;Temporário;1
RN;TANZÂNIA;Residente;1
RN;UCRÂNIA;Residente;2
RN;MAURITÂNIA;Residente;2
RN;CROÁCIA;Residente;1
RN;GANA;Provisório;1
RN;PAÍSES BAIXOS;Provisório;1
RN;COSTA RICA;Temporário;1
RN;GUINÉ BISSAU;Temporário;6
RN;PARAGUAI;Temporário;2
RN;REPÚBLICA TCHECA;Residente;1
RN;LIBÉRIA;Residente;1
RN;CAMARÕES;Residente;1
RN;VIETINA;Residente;1
RN;APÁTRIDA;Residente;3
RN;SÉRVIA;Residente;4
RN;ESLOVÁQUIA;Residente;1
RN;SAN MARINO;Residente;1
RN;MALI;Residente;1
RN;PAQUISTÃO;Residente;4
RN;INDIA;Temporário;2
RS;CUBA;Provisório;1217
RS;ARGENTINA;Residente;7380
RS;URUGUAI;Residente;31526
RS;PORTUGAL;Residente;1825
RS;COLÔMBIA;Residente;1955
RS;HAITI;Residente;14268
RS;VENEZUELA;Temporário;19388
RS;POLÔNIA;Residente;299
RS;JAPÃO;Residente;845
RS;PERU;Temporário;261
RS;ALEMANHA;Residente;1291
RS;VENEZUELA;Residente;11317
RS;HAITI;Provisório;8
RS;PALESTINA;Residente;187
RS;ESTADOS UNIDOS;Residente;905
RS;ESPANHA;Residente;798
RS;VENEZUELA;Provisório;1478
RS;FRANÇA;Residente;403
RS;REINO UNIDO;Residente;287
RS;SENEGAL;Residente;3291
RS;PARAGUAI;Residente;845
RS;HONDURAS;Residente;51
RS;HAITI;Temporário;2123
RS;EQUADOR;Residente;202
RS;BANGLADESH;Residente;387
RS;GUINÉ BISSAU;Residente;72
RS;CUBA;Residente;1030
RS;CHINA;Residente;637
RS;ITÁLIA;Residente;1305
RS;COSTA RICA;Residente;34
RS;CHILE;Residente;1258
RS;AUSTRÁLIA;Residente;71
RS;FINLÂNDIA;Temporário;21
RS;EQUADOR;Temporário;157
RS;LÍBANO;Residente;127
RS;AUSTRIA;Residente;89
RS;COLÔMBIA;Temporário;1122
RS;CORÉIA DO SUL;Residente;153
RS;CANADÁ;Residente;137
RS;PERU;Residente;825
RS;ANGOLA;Temporário;71
RS;FINLÂNDIA;Residente;11
RS;EL SALVADOR;Residente;61
RS;BOLÍVIA;Residente;360
RS;MÉXICO;Residente;177
RS;ITÁLIA;Temporário;31
RS;VIETINA;Residente;4
RS;LITUÂNIA;Residente;10
RS;INDONÉSIA;Temporário;5
RS;GUATEMALA;Residente;36
RS;AFRICA DO SUL;Residente;25
RS;CHINA;Temporário;60
RS;SUÍCA;Residente;109
RS;BENIN;Residente;17
RS;SENEGAL;Provisório;33
RS;CONGO;Provisório;7
RS;MÉXICO;Temporário;53
RS;IRÃ;Residente;22
RS;MALÁSIA;Residente;44
RS;ARGENTINA;Temporário;491
RS;ESPANHA;Temporário;25
RS;COLÔMBIA;Provisório;59
RS;MOÇAMBIQUE;Residente;31
RS;SÍRIA;Residente;79
RS;ISRAEL;Residente;32
RS;CHILE;Temporário;168
RS;MOÇAMBIQUE;Temporário;121
RS;FRANÇA;Temporário;30
RS;SUÉCIA;Residente;51
RS;GUINÉ BISSAU;Provisório;7
RS;ALEMANHA;Temporário;69
RS;ANGOLA;Residente;109
RS;JORDÂNIA;Residente;462
RS;SUAZILÂNDIA;Residente;1
RS;CUBA;Temporário;112
RS;PERU;Provisório;28
RS;NOVA ZELÂNDIA;Residente;23
RS;BARBADOS;Residente;1
