UF;NACIONALIDADE;CLASSIFICACAO;QTD
SP;GUINÉ EQUATORIAL;Provisório;28
SP;MAURITÂNIA;Provisório;53
SP;INDIA;Provisório;109
SP;NOVA ZELÂNDIA;Temporário;16
SP;PORTUGAL;Provisório;41
SP;NAMÍBIA;Provisório;14
SP;TAIWAN, PROVINCIA DA CHINA;Temporário;31
SP;SÉRVIA;Provisório;3
SP;PALESTINA;Provisório;39
SP;TONGA;Temporário;1
SP;IÊMEN;Provisório;18
SP;IRAQUE;Provisório;19
SP;BURKINA FASO;Provisório;74
SP;GUIANA;Provisório;7
SP;COSTA DO MARFIM;Provisório;35
SP;GUIANA;Temporário;14
SP;SERRA LEOA;Provisório;22
SP;ITÁLIA;Provisório;8
SP;BURUNDI;Temporário;2
SP;ZÂMBIA;Provisório;1
SP;EL SALVADOR;Provisório;6
SP;SÃO CRISTOVÃO E NEVIS;Residente;8
SP;ERITRÉIA;Provisório;1
SP;POLÔNIA;Temporário;58
SP;CATAR;Residente;2
SP;ESTADOS UNIDOS;Provisório;11
SP;GUINÉ;Temporário;6
SP;EGITO;Temporário;11
SP;TANZÂNIA;Temporário;3
SP;JORDÂNIA;Provisório;15
SP;CONGO;Temporário;19
SP;SURINAME;Temporário;6
SP;LETÔNIA;Provisório;2
SP;SOMÁLIA;Provisório;3
SP;GUINÉ EQUATORIAL;Temporário;19
SP;GRÉCIA;Provisório;2
SP;MÉXICO;Provisório;17
SP;VIETINA;Temporário;7
SP;PARAGUAI;Provisório;9
SP;CHADE;Provisório;3
SP;GUATEMALA;Provisório;3
SP;PANAMÁ;Temporário;35
SP;TURCOMENISTÃO;Residente;2
SP;LIECHTENSTEIN;Residente;6
SP;REP. MONTENEGRO;Residente;3
SP;PERU;Provisório;34
SP;DJIBUTI;Residente;2
SP;PALESTINA;Temporário;6
SP;GUINÉ EQUATORIAL;Residente;3
SP;SUDÃO;Provisório;3
SP;MALAVI;Provisório;1
SP;CABO VERDE;Provisório;19
SP;CINGAPURA;Temporário;6
SP;JAMAICA;Provisório;4
SP;COMORES;Residente;1
SP;ARMÊNIA;Temporário;3
SP;UZBEQUISTÃO;Temporário;1
SP;SRI LANKA;Provisório;3
SP;ISRAEL;Provisório;11
SP;UCRÂNIA;Provisório;8
SP;REPÚBLICA TCHECA;Temporário;10
SP;NICARÁGUA;Provisório;4
SP;FINLÂNDIA;Temporário;23
SP;TAIWAN, PROVINCIA DA CHINA;Provisório;4
SP;BÓSNIA-HERZEGOVINA;Temporário;4
SP;CHIPRE;Temporário;1
SP;ERITRÉIA;Temporário;1
SP;PAÍSES BAIXOS;Provisório;2
SP;REP. CENTRO AFRICANA;Residente;4
SP;LITUÂNIA;Temporário;6
SP;LÍBIA;Provisório;6
SP;NACIONALIDADE INDEFINIDA;Provisório;3
SP;LUXEMBURGO;Temporário;2
SP;INDONÉSIA;Provisório;6
SP;JAPÃO;Provisório;2
SP;TUNÍSIA;Temporário;6
SP;CROÁCIA;Temporário;12
SP;CHIPRE;Provisório;1
SP;ARÁBIA SAUDITA;Temporário;2
SP;IRAQUE;Temporário;2
SP;SÉRVIA;Temporário;5
SP;NAMÍBIA;Temporário;1
SP;ETIÓPIA;Provisório;4
SP;TAILÂNDIA;Temporário;10
SP;ZIMBÁBUE;Temporário;7
SP;HONG-KONG (R.A.E.);Temporário;5
SP;IÊMEN;Temporário;4
SP;DOMINICA;Provisório;2
SP;GUIANA FRANCESA;Provisório;4
SP;MALÁSIA;Temporário;56
SP;LESOTO;Provisório;1
SP;HONG-KONG (R.A.E.);Provisório;1
SP;BULGÁRIA;Temporário;4
SP;ROMÊNIA;Provisório;4
SP;ESLOVÁQUIA;Temporário;4
SP;REP. CENTRO AFRICANA;Provisório;1
SP;CHILE;Provisório;5
SP;MOLDOVA;Provisório;1
SP;BÉLGICA;Provisório;1
SP;AZERBAIJÃO;Temporário;2
SP;NEPAL;Temporário;6
SP;FINLÂNDIA;Provisório;1
SP;SANTA LÚCIA;Temporário;2
SP;CAZAQUISTÃO;Temporário;4
SP;FRANÇA;Provisório;3
SP;BAHAMA,IS;Temporário;1
SP;HUNGRIA;Provisório;2
SP;CAZAQUISTÃO;Provisório;2
SP;BÓSNIA-HERZEGOVINA;Provisório;1
SP;ZÂMBIA;Temporário;2
SP;ESLOVÊNIA;Temporário;4
SP;EQUADOR;Provisório;5
SP;LETÔNIA;Temporário;3
SP;DOMINICA;Temporário;4
SP;DINAMARCA;Provisório;1
SP;URUGUAI;Provisório;1
SP;GRANADA;Residente;6
SP;COSTA RICA;Provisório;2
SP;HONDURAS;Provisório;6
SP;LIBÉRIA;Temporário;1
SP;RUANDA;Residente;4
SP;NÍGER;Provisório;1
SP;NÍGER;Residente;2
SP;MAURITÂNIA;Temporário;1
SP;ARGÉLIA;Temporário;1
SP;SERRA LEOA;Temporário;1
SP;ANTÍGUA;Residente;6
SP;SAMOA OCIDENTAL;Residente;4
SP;BUTÃO;Residente;9
SP;PANAMÁ, ZONA DO CANAL;Residente;3
SP;GIBRALTAR;Residente;5
SP;MALAVI;Residente;4
SP;BHUTAN;Residente;3
SP;BAREINE;Residente;1
SP;ANDORRA;Residente;4
SP;TURCOMENISTÃO;Temporário;1
SP;BRUNEI;Residente;1
SP;INFNI;Residente;2
SP;GUIANA FRANCESA;Temporário;2
SP;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
SP;TONGA;Residente;1
SP;KABARDINO BALKAR;Residente;1
SP;MACAU (R.A.E.);Residente;4
SP;NACIONALIDADE INDEFINIDA;Residente;5
SP;SAN MARINO;Residente;2
SP;TURCAS E CAICOS;Residente;1
SP;GAZA;Residente;1
SP;MASCATE;Residente;2
SP;ILHAS BALEARES;Residente;1
BA;ESPANHA;Residente;2523
BA;ARGENTINA;Residente;3985
BA;COLÔMBIA;Temporário;863
BA;CHILE;Residente;795
BA;ANGOLA;Temporário;176
BA;PORTUGAL;Residente;2611
BA;SUÍCA;Residente;809
BA;CANADÁ;Residente;144
BA;CABO VERDE;Residente;54
BA;FRANÇA;Residente;1252
BA;BOLÍVIA;Residente;338
BA;ALEMANHA;Residente;1359
BA;PORTUGAL;Temporário;50
BA;ITÁLIA;Residente;3469
BA;PERU;Residente;528
BA;CUBA;Residente;673
BA;VENEZUELA;Residente;1391
BA;CHINA;Residente;1026
BA;CUBA;Provisório;87
BA;VENEZUELA;Temporário;757
BA;MÉXICO;Residente;144
BA;URUGUAI;Residente;512
BA;MARROCOS;Residente;16
BA;SÉRVIA;Residente;13
BA;REINO UNIDO;Residente;400
BA;ESTADOS UNIDOS;Residente;1204
BA;EQUADOR;Residente;63
BA;COLÔMBIA;Residente;1303
BA;SUÉCIA;Residente;95
BA;CHINA;Temporário;95
BA;JAPÃO;Residente;571
BA;UCRÂNIA;Residente;18
BA;SÍRIA;Residente;37
BA;ALEMANHA;Temporário;82
BA;NORUEGA;Residente;55
BA;GUINÉ BISSAU;Residente;58
BA;PAÍSES BAIXOS;Residente;306
BA;AFRICA DO SUL;Residente;24
BA;FRANÇA;Temporário;45
BA;BOLÍVIA;Temporário;58
BA;AUSTRIA;Residente;159
BA;GUINÉ BISSAU;Temporário;213
BA;POLÔNIA;Residente;113
BA;SENEGAL;Residente;61
BA;PERU;Temporário;110
BA;CORÉIA DO SUL;Residente;365
BA;ESTADOS UNIDOS;Temporário;111
BA;IRLANDA;Residente;58
BA;AUSTRÁLIA;Residente;60
BA;TOGO;Residente;10
BA;CONGO;Residente;11
BA;PARAGUAI;Residente;141
BA;FILIPINAS;Residente;47
BA;QUÊNIA;Residente;10
BA;LITUÂNIA;Residente;4
BA;PANAMÁ;Residente;19
BA;ARGENTINA;Temporário;185
BA;MOÇAMBIQUE;Temporário;75
BA;TURQUIA;Residente;47
BA;MÉXICO;Temporário;86
BA;HUNGRIA;Residente;25
BA;CROÁCIA;Residente;19
BA;LÍBANO;Residente;89
BA;NOVA ZELÂNDIA;Residente;29
BA;HAITI;Residente;43
BA;ESLOVÁQUIA;Temporário;13
BA;INDIA;Residente;90
BA;BÉLGICA;Residente;275
BA;CHILE;Temporário;184
BA;COSTA DO MARFIM;Residente;7
BA;DINAMARCA;Residente;51
BA;REP. DOMINICANA;Residente;29
BA;ESPANHA;Temporário;65
BA;GABÃO;Temporário;7
BA;JAMAICA;Temporário;5
BA;GANA;Provisório;2
BA;BENIN;Temporário;17
BA;ISRAEL;Residente;55
BA;PALESTINA;Residente;7
BA;AFEGANISTÃO;Temporário;70
BA;RÚSSIA;Residente;61
BA;BANGLADESH;Residente;16
BA;MOÇAMBIQUE;Residente;55
BA;PAÍSES BAIXOS;Temporário;13
BA;NICARÁGUA;Residente;28
BA;AFEGANISTÃO;Provisório;7
BA;REPÚBLICA TCHECA;Residente;13
BA;EL SALVADOR;Residente;17
BA;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;3
BA;ANGOLA;Residente;116
BA;HONDURAS;Residente;9
BA;NIGÉRIA;Temporário;10
BA;FINLÂNDIA;Residente;27
BA;CAMARÕES;Residente;4
BA;ESTÔNIA;Residente;3
BA;NIGÉRIA;Residente;65
BA;LÍBANO;Temporário;3
BA;CABO VERDE;Temporário;19
BA;ROMÊNIA;Temporário;4
BA;MALÁSIA;Residente;3
BA;CANADÁ;Temporário;8
BA;ITÁLIA;Temporário;85
BA;INDONÉSIA;Residente;19
BA;ROMÊNIA;Residente;36
BA;TRINIDAD E TOBAGO;Residente;5
BA;COSTA RICA;Residente;11
BA;EQUADOR;Temporário;27
BA;VENEZUELA;Provisório;48
BA;CROÁCIA;Temporário;17
BA;HAITI;Temporário;31
BA;PARAGUAI;Temporário;33
BA;UCRÂNIA;Temporário;27
BA;EGITO;Residente;13
BA;REPÚBLICA TCHECA;Temporário;4
BA;TUNÍSIA;Residente;10
BA;POLÔNIA;Temporário;12
BA;GRÉCIA;Residente;38
BA;LUXEMBURGO;Residente;20
BA;SUÉCIA;Temporário;8
BA;EGITO;Provisório;1
BA;MALÁSIA;Temporário;5
BA;IRÃ;Residente;14
BA;SUÍCA;Temporário;15
BA;REINO UNIDO;Temporário;14
BA;PAQUISTÃO;Residente;12
BA;ALBÂNIA;Residente;7
BA;GUIANA FRANCESA;Residente;6
BA;ALEMANHA;Provisório;7
BA;COSTA DO MARFIM;Temporário;2
BA;ESLOVÁQUIA;Residente;11
BA;JAPÃO;Temporário;17
BA;CUBA;Temporário;68
BA;IRÃ;Temporário;1
BA;FILIPINAS;Temporário;29
BA;BENIN;Residente;12
BA;LETÔNIA;Residente;6
BA;JAMAICA;Residente;2
BA;TANZÂNIA;Residente;4
BA;BELARUS;Residente;3
BA;GÂMBIA;Residente;2
BA;TOGO;Temporário;4
BA;BULGÁRIA;Residente;4
BA;ESLOVÊNIA;Residente;15
BA;JORDÂNIA;Residente;5
BA;CORÉIA DO SUL;Temporário;21
BA;ZIMBÁBUE;Residente;1
BA;MAURÍCIO;Residente;1
BA;GANA;Residente;7
BA;AUSTRIA;Temporário;3
BA;CONGO;Temporário;4
BA;SERVIA E MONTENEGRO;Residente;9
BA;URUGUAI;Temporário;10
BA;INDIA;Temporário;23
BA;MOLDOVA;Residente;3
BA;HONG-KONG (R.A.E.);Residente;4
BA;RÚSSIA;Temporário;4
BA;TCHECOSLOVAQUIA;Residente;2
BA;HUNGRIA;Temporário;1
BA;DINAMARCA;Temporário;5
BA;ITÁLIA;Provisório;7
BA;IRAQUE;Residente;3
BA;QUIRGUISTÃO;Residente;1
BA;ANGOLA;Provisório;2
BA;FIJI, ILHAS;Temporário;1
BA;MALI;Temporário;2
BA;SAN MARINO;Residente;2
BA;IÊMEN;Residente;1
BA;EGITO;Temporário;1
BA;TURQUIA;Temporário;5
BA;MADAGASCAR;Residente;4
BA;REP. CENTRO AFRICANA;Residente;1
BA;SÍRIA;Temporário;1
BA;TOGO;Provisório;1
BA;SUÍCA;Provisório;1
BA;NICARÁGUA;Temporário;3
BA;BÓSNIA-HERZEGOVINA;Residente;2
BA;HONDURAS;Temporário;9
BA;COSTA RICA;Temporário;5
BA;ISLÂNDIA;Residente;1
BA;KUAITE;Residente;2
BA;TAIWAN, PROVINCIA DA CHINA;Residente;2
BA;BURUNDI;Temporário;1
BA;GEÓRGIA;Residente;2
BA;GUATEMALA;Temporário;4
BA;NOVA ZELÂNDIA;Temporário;2
BA;BURUNDI;Residente;9
BA;CINGAPURA;Residente;2
BA;SENEGAL;Temporário;1
BA;GANA;Temporário;11
BA;GUATEMALA;Residente;10
BA;ISRAEL;Provisório;3
BA;BÉLGICA;Temporário;5
BA;BOLÍVIA;Fronteiriço;1
BA;GUINÉ EQUATORIAL;Temporário;5
BA;NORUEGA;Temporário;2
BA;ARMÊNIA;Residente;1
BA;SAO TOMÉ E PRÍNCIPE;Residente;6
BA;GRANADA;Residente;1
BA;NIGÉRIA;Provisório;1
BA;BULGÁRIA;Temporário;1
BA;MÔNACO;Residente;1
BA;CAZAQUISTÃO;Temporário;2
BA;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
BA;ANTARTICO CHILENO;Residente;1
BA;PALESTINA;Temporário;1
BA;ZÂMBIA;Residente;1
BA;SAO TOMÉ E PRÍNCIPE;Temporário;3
BA;GUINÉ;Temporário;3
BA;CHINA;Provisório;3
BA;ISRAEL;Temporário;1
BA;GUINÉ;Residente;3
BA;MARROCOS;Provisório;3
BA;REP. DOMINICANA;Temporário;1
BA;IRLANDA;Temporário;4
BA;NORUEGA;Provisório;1
BA;SUDÃO;Residente;3
BA;ARGÉLIA;Residente;4
BA;EL SALVADOR;Temporário;3
BA;UNIÃO SOVIÉTICA;Residente;2
BA;TAILÂNDIA;Temporário;2
BA;SURINAME;Residente;2
BA;ISLÂNDIA;Temporário;1
BA;APÁTRIDA;Residente;3
BA;AUSTRÁLIA;Temporário;5
BA;QUÊNIA;Temporário;2
BA;LÍBIA;Residente;1
BA;MALTA;Residente;1
BA;NEPAL;Residente;1
BA;BURKINA FASO;Residente;1
RJ;ARÁBIA SAUDITA;Temporário;3
RJ;NACIONALIDADE INDEFINIDA;Temporário;2
RJ;BÓSNIA-HERZEGOVINA;Temporário;1
RJ;BELARUS;Temporário;1
RJ;HUNGRIA;Provisório;4
RJ;GRANADA;Temporário;1
RJ;EMIRADOS ÁRABES;Residente;2
RJ;OMÃ, SULTANATO DE;Temporário;1
RJ;GÂMBIA;Residente;2
RJ;ANTILHAS HOLÂNDESAS;Residente;1
RN;ESTADOS UNIDOS;Residente;316
RN;VENEZUELA;Residente;340
RN;COLÔMBIA;Temporário;290
RN;ITÁLIA;Residente;1243
RN;ARGENTINA;Residente;1626
RN;URUGUAI;Residente;301
RN;PORTUGAL;Residente;1098
RN;PARAGUAI;Residente;33
RN;NORUEGA;Residente;213
RN;CANADÁ;Residente;53
RN;FRANÇA;Residente;391
RN;PERU;Residente;113
RN;SUÍCA;Residente;158
RN;REINO UNIDO;Residente;149
RN;ESPANHA;Residente;689
RN;CONGO;Temporário;6
RN;BÉLGICA;Residente;82
RN;COLÔMBIA;Residente;492
RN;BENIN;Temporário;7
RN;CUBA;Temporário;10
RN;GUINÉ EQUATORIAL;Temporário;5
RN;CHILE;Residente;176
RN;ARGENTINA;Temporário;218
RN;PAÍSES BAIXOS;Residente;160
RN;JAPÃO;Residente;41
RN;BOLÍVIA;Residente;122
RN;ALEMANHA;Residente;286
RN;CABO VERDE;Residente;22
RN;ZÂMBIA;Residente;4
RN;CHINA;Residente;149
RN;SUÉCIA;Residente;90
RN;CHILE;Temporário;80
RN;EQUADOR;Residente;76
RN;LUXEMBURGO;Residente;2
RN;FINLÂNDIA;Residente;10
RN;MARROCOS;Residente;6
RN;MÉXICO;Residente;33
RN;VENEZUELA;Temporário;175
RN;GRÉCIA;Residente;10
RN;VENEZUELA;Provisório;20
RN;BÉLGICA;Temporário;3
RN;ESTADOS UNIDOS;Temporário;53
RN;MAURITÂNIA;Residente;2
RN;MALTA;Residente;2
RN;PANAMÁ;Residente;4
RN;CUBA;Residente;150
RN;NORUEGA;Temporário;6
RN;SÍRIA;Residente;10
RN;DINAMARCA;Residente;16
RN;LÍBANO;Residente;11
RN;AUSTRÁLIA;Residente;9
RN;PERU;Temporário;29
RN;BOLÍVIA;Temporário;20
RN;EQUADOR;Temporário;8
RN;HAITI;Residente;8
RN;NICARÁGUA;Residente;11
RN;CUBA;Provisório;23
RN;SENEGAL;Residente;14
RN;NIGÉRIA;Residente;14
RN;ESPANHA;Temporário;45
RN;CONGO;Residente;1
RN;TAILÂNDIA;Residente;3
RN;ISRAEL;Residente;10
RN;AUSTRIA;Residente;27
RN;PANAMÁ;Temporário;1
RN;FRANÇA;Temporário;13
RN;HUNGRIA;Residente;12
RN;TURQUIA;Residente;10
RN;MÉXICO;Temporário;38
RN;REINO UNIDO;Temporário;3
RN;RÚSSIA;Residente;20
RN;VIETINA;Residente;1
RN;ESLOVÁQUIA;Residente;1
RN;APÁTRIDA;Residente;3
RN;GANA;Residente;1
RN;CORÉIA DO SUL;Residente;14
RN;MOÇAMBIQUE;Temporário;5
RN;IRLANDA;Residente;17
RN;POLÔNIA;Temporário;4
RN;CABO VERDE;Temporário;7
RN;PORTUGAL;Temporário;16
RN;GUINÉ BISSAU;Residente;11
RN;NACIONALIDADE INDEFINIDA;Residente;1
RN;GANA;Temporário;8
RN;INDIA;Residente;15
RN;JAPÃO;Temporário;2
RN;NIGÉRIA;Provisório;3
RN;AFRICA DO SUL;Temporário;1
RN;ANGOLA;Temporário;4
RN;COSTA RICA;Residente;15
RN;ARÁBIA SAUDITA;Residente;1
RN;PAÍSES BAIXOS;Temporário;6
RN;EGITO;Residente;7
RN;ALEMANHA;Temporário;14
RN;FINLÂNDIA;Temporário;1
RN;ANDORRA;Residente;1
RN;AFRICA DO SUL;Residente;6
RN;MOÇAMBIQUE;Residente;5
RN;CHINA;Temporário;15
RN;ANGOLA;Residente;18
RN;CHINA;Provisório;3
RN;SUÍCA;Temporário;5
RN;POLÔNIA;Residente;18
RN;SAO TOMÉ E PRÍNCIPE;Residente;1
RN;INDIA;Temporário;3
RN;IRAQUE;Residente;2
RN;ROMÊNIA;Residente;8
RN;REP. DOMINICANA;Residente;3
RN;IRÃ;Residente;4
RN;HAITI;Temporário;5
RN;BOLÍVIA;Provisório;2
RN;GUIANA;Residente;1
RN;RÚSSIA;Temporário;5
RN;GABÃO;Temporário;4
RN;ETIÓPIA;Temporário;1
RN;SURINAME;Residente;3
RN;URUGUAI;Temporário;2
RN;BULGÁRIA;Residente;3
RN;EL SALVADOR;Residente;6
RN;TANZÂNIA;Residente;1
RN;SENEGAL;Temporário;1
RN;FILIPINAS;Provisório;3
RN;LIBÉRIA;Residente;1
RN;GABÃO;Residente;2
RN;ARGÉLIA;Residente;3
RN;UCRÂNIA;Temporário;5
RN;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;1
RN;SUÉCIA;Temporário;2
RN;GUINÉ BISSAU;Temporário;6
RN;CANADÁ;Temporário;2
RN;MALÁSIA;Residente;1
RN;NOVA ZELÂNDIA;Residente;4
RN;ITÁLIA;Temporário;9
RN;AFEGANISTÃO;Residente;2
RN;JORDÂNIA;Residente;2
RN;CHIPRE;Residente;1
RN;ESTÔNIA;Residente;2
RN;NOVA ZELÂNDIA;Temporário;1
RN;COLÔMBIA;Provisório;2
RN;GUINÉ;Residente;3
RN;BELARUS;Residente;1
RN;PAQUISTÃO;Residente;4
RN;HONDURAS;Residente;7
RN;ISLÂNDIA;Residente;2
RN;PARAGUAI;Temporário;2
RN;MONGÓLIA;Residente;2
RN;BÓSNIA-HERZEGOVINA;Residente;1
RN;SÉRVIA;Residente;4
RN;FRANÇA;Provisório;2
RN;GUATEMALA;Temporário;1
RN;COSTA DO MARFIM;Residente;1
RN;TUNÍSIA;Residente;1
RN;MACEDÔNIA;Temporário;1
RN;BELARUS;Temporário;1
RN;TOGO;Residente;1
RN;CAMARÕES;Temporário;1
RN;TRINIDAD E TOBAGO;Residente;1
RN;MALI;Residente;1
RN;COSTA RICA;Temporário;1
RN;ZIMBÁBUE;Temporário;1
RN;LETÔNIA;Residente;1
RN;TCHECOSLOVAQUIA;Residente;1
RN;CROÁCIA;Residente;1
RN;DINAMARCA;Temporário;3
RN;PAÍSES BAIXOS;Provisório;1
RN;UCRÂNIA;Residente;3
RN;LESOTO;Temporário;1
RN;REPÚBLICA TCHECA;Residente;1
RN;CAMARÕES;Residente;1
RN;FILIPINAS;Residente;4
RN;BENIN;Residente;1
RN;NEPAL;Residente;1
RN;GANA;Provisório;1
RN;SAN MARINO;Residente;1
MG;ALEMANHA;Residente;1074
MG;VENEZUELA;Residente;3742
MG;JAPÃO;Residente;1146
MG;RÚSSIA;Residente;100
MG;IRÃ;Residente;30
MG;HAITI;Temporário;611
MG;VENEZUELA;Temporário;5937
MG;BOLÍVIA;Residente;1021
MG;VENEZUELA;Provisório;697
MG;HAITI;Residente;4288
MG;PORTUGAL;Residente;4080
MG;CHILE;Residente;1011
MG;PARAGUAI;Residente;282
MG;ESTADOS UNIDOS;Residente;1789
MG;PERU;Residente;926
MG;ITÁLIA;Residente;2728
MG;FRANÇA;Temporário;461
MG;INDIA;Residente;146
MG;ESPANHA;Residente;1019
MG;CHINA;Residente;1468
MG;ARGENTINA;Residente;1886
MG;CANADÁ;Residente;204
MG;COLÔMBIA;Residente;1820
MG;FRANÇA;Residente;839
MG;PERU;Temporário;295
MG;GANA;Temporário;21
MG;LUXEMBURGO;Residente;37
MG;CAMARÕES;Residente;25
MG;COLÔMBIA;Temporário;1558
MG;CUBA;Residente;648
MG;PAÍSES BAIXOS;Residente;470
MG;URUGUAI;Residente;488
MG;SUÍCA;Residente;281
MG;CHILE;Temporário;125
MG;BOLÍVIA;Temporário;367
MG;CUBA;Temporário;53
MG;LÍBIA;Residente;40
MG;DINAMARCA;Residente;59
MG;EQUADOR;Residente;175
MG;BÉLGICA;Residente;238
MG;ARMÊNIA;Residente;5
MG;COSTA RICA;Residente;32
MG;IÊMEN;Residente;3
MG;ANGOLA;Residente;269
MG;CUBA;Provisório;264
MG;REINO UNIDO;Residente;459
MG;AUSTRIA;Residente;138
MG;CHINA;Temporário;179
MG;CABO VERDE;Residente;33
MG;NORUEGA;Residente;44
MG;HONDURAS;Residente;36
MG;ITÁLIA;Temporário;90
MG;BANGLADESH;Residente;139
MG;ISRAEL;Residente;50
MG;AUSTRÁLIA;Residente;139
MG;MOÇAMBIQUE;Temporário;172
MG;AFEGANISTÃO;Temporário;148
MG;ESTADOS UNIDOS;Temporário;216
MG;LETÔNIA;Residente;13
MG;MÉXICO;Residente;231
MG;POLÔNIA;Residente;133
MG;SÍRIA;Residente;262
MG;LÍBANO;Residente;422
MG;INDIA;Temporário;29
MG;BENIN;Residente;23
MG;MOÇAMBIQUE;Residente;73
MG;REP. DOMINICANA;Residente;44
MG;FIJI, ILHAS;Residente;3
MG;BENIN;Temporário;54
MG;ARGENTINA;Temporário;69
MG;EL SALVADOR;Residente;38
MG;GUINÉ BISSAU;Residente;93
MG;MARROCOS;Residente;59
MG;FILIPINAS;Residente;82
MG;INDONÉSIA;Residente;38
MG;CABO VERDE;Temporário;50
MG;EQUADOR;Temporário;125
MG;PORTUGAL;Temporário;38
MG;CORÉIA DO SUL;Residente;134
MG;HUNGRIA;Temporário;6
MG;GÂMBIA;Residente;26
MG;LITUÂNIA;Residente;18
MG;AFRICA DO SUL;Residente;60
MG;PANAMÁ;Residente;44
MG;NOVA ZELÂNDIA;Residente;51
MG;GRÉCIA;Residente;80
MG;TUNÍSIA;Residente;23
MG;PAQUISTÃO;Residente;39
MG;CONGO;Residente;40
MG;TURQUIA;Residente;32
MG;IRAQUE;Residente;27
MG;NIGÉRIA;Residente;27
MG;EGITO;Residente;54
MG;ESLOVÁQUIA;Residente;23
MG;APÁTRIDA;Residente;12
MG;COLÔMBIA;Provisório;29
MG;GANA;Residente;19
MG;FINLÂNDIA;Temporário;14
MG;MÉXICO;Temporário;58
MG;REPÚBLICA TCHECA;Residente;14
MG;UCRÂNIA;Residente;32
MG;KUAITE;Residente;2
MG;RÚSSIA;Temporário;17
MG;AUSTRÁLIA;Temporário;8
MG;ALEMANHA;Temporário;42
MG;SUÉCIA;Residente;70
MG;ESPANHA;Temporário;42
MG;SERVIA E MONTENEGRO;Residente;26
MG;MALÁSIA;Residente;5
MG;CANADÁ;Temporário;11
MG;GUINÉ BISSAU;Temporário;49
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;9
MG;JAPÃO;Temporário;38
MG;BULGÁRIA;Residente;9
MG;SENEGAL;Residente;131
MG;FINLÂNDIA;Residente;24
MG;TUNÍSIA;Provisório;5
MG;SÍRIA;Provisório;3
MG;ZIMBÁBUE;Residente;4
MG;IRÃ;Temporário;11
MG;TAIWAN, PROVINCIA DA CHINA;Provisório;1
MG;ANGOLA;Temporário;83
MG;HONDURAS;Temporário;46
MG;IRLANDA;Residente;69
MG;ESTÔNIA;Residente;11
MG;CONGO;Temporário;19
MG;BÉLGICA;Temporário;16
MG;PALESTINA;Residente;15
MG;SAO TOMÉ E PRÍNCIPE;Temporário;10
MG;CAMARÕES;Provisório;1
MG;IRLANDA;Temporário;5
MG;MARROCOS;Provisório;19
MG;JORDÂNIA;Residente;21
MG;NICARÁGUA;Residente;56
MG;UNIÃO SOVIÉTICA;Residente;5
MG;GUATEMALA;Residente;18
MG;QUÊNIA;Temporário;11
MG;REP. DOMINICANA;Temporário;13
MG;BURKINA FASO;Temporário;1
MG;TAILÂNDIA;Residente;7
MG;ROMÊNIA;Residente;54
MG;BULGÁRIA;Temporário;2
MG;FILIPINAS;Temporário;10
MG;DINAMARCA;Temporário;28
MG;PAÍSES BAIXOS;Temporário;17
MG;RÚSSIA;Provisório;7
MG;MARROCOS;Temporário;9
MG;BELARUS;Residente;3
MG;SÉRVIA;Residente;15
MG;HUNGRIA;Residente;41
MG;SUÉCIA;Temporário;3
MG;TUNÍSIA;Temporário;4
MG;PAQUISTÃO;Temporário;14
MG;SUÍCA;Temporário;13
MG;TCHECOSLOVAQUIA;Residente;7
MG;CORÉIA DO SUL;Temporário;6
MG;NAMÍBIA;Residente;2
MG;BANGLADESH;Provisório;6
MG;PORTUGAL;Provisório;4
MG;QUÊNIA;Residente;13
MG;AFEGANISTÃO;Residente;20
MG;TAIWAN, PROVINCIA DA CHINA;Temporário;7
MG;NICARÁGUA;Temporário;4
MG;TIMOR LESTE;Residente;5
MG;AFRICA DO SUL;Temporário;12
MG;SOMÁLIA;Provisório;1
MG;MALTA;Residente;3
MG;ESTADOS UNIDOS;Provisório;1
MG;NIGÉRIA;Temporário;30
MG;REINO UNIDO;Temporário;22
MG;UCRÂNIA;Temporário;28
MG;CINGAPURA;Residente;5
MG;JAMAICA;Residente;3
MG;PARAGUAI;Temporário;51
MG;UGANDA;Residente;2
MG;CHINA;Provisório;4
MG;TAILÂNDIA;Temporário;1
MG;INDIA;Provisório;7
MG;IRÃ;Residente;1
MG;SRI LANKA;Residente;3
MG;SAO TOMÉ E PRÍNCIPE;Residente;17
MG;NORUEGA;Temporário;3
MG;SENEGAL;Temporário;29
MG;UCRÂNIA;Provisório;3
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;4
MG;ANGOLA;Provisório;13
MG;GABÃO;Temporário;24
MG;URUGUAI;Temporário;8
MG;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;16
MG;ESLOVÊNIA;Provisório;1
MG;COSTA RICA;Temporário;11
MG;MYANMAR;Residente;3
MG;ALBÂNIA;Residente;10
MG;NOVA ZELÂNDIA;Temporário;3
MG;GUIANA FRANCESA;Residente;8
MG;BUTÃO;Residente;1
MG;TRINIDAD E TOBAGO;Residente;5
MG;SURINAME;Temporário;2
