UF;NACIONALIDADE;CLASSIFICACAO;QTD
PR;GABÃO;Residente;3
PR;SOMÁLIA;Temporário;1
PR;HONDURAS;Provisório;5
PR;REPÚBLICA TCHECA;Temporário;1
PR;TRINIDAD E TOBAGO;Residente;1
PR;EMIRADOS ÁRABES;Residente;1
PR;ROMÊNIA;Temporário;2
PR;SURINAME;Residente;2
PR;TURQUIA;Temporário;2
PR;REP. MONTENEGRO;Residente;2
PR;UGANDA;Residente;1
PR;POLÔNIA;Provisório;1
PR;FILIPINAS;Provisório;2
PR;CAMARÕES;Residente;9
PR;MACAU (R.A.E.);Residente;1
PR;TANZÂNIA;Residente;4
PR;ANTÍGUA;Residente;2
PR;LÍBANO;Temporário;18
PR;AFRICA DO SUL;Provisório;3
PR;ARÁBIA SAUDITA;Provisório;2
PR;COSTA DO MARFIM;Residente;7
PR;FINLÂNDIA;Temporário;101
PR;LUXEMBURGO;Residente;3
PR;GUIANA FRANCESA;Residente;7
PR;QUÊNIA;Provisório;2
PR;SUÉCIA;Provisório;1
PR;JAMAICA;Temporário;3
PR;BURUNDI;Residente;6
PR;INFNI;Residente;3
PR;TONGA;Residente;1
PR;PARAGUAI;Provisório;16
PR;ARÁBIA SAUDITA;Residente;1
PR;AUSTRÁLIA;Temporário;1
PR;DINAMARCA;Temporário;6
PR;REINO UNIDO;Provisório;1
PR;PAQUISTÃO;Provisório;6
PR;SURINAME;Provisório;1
PR;POLINÉSIA FRANCESA;Residente;1
PR;ALBÂNIA;Residente;4
PR;SAMOA OCIDENTAL;Residente;2
PR;CAMARÕES;Temporário;8
PR;RUANDA;Residente;2
PR;IRLANDA;Temporário;1
PR;ESPANHA;Provisório;2
PR;VIETNAM DO NORTE;Residente;2
PR;TIMOR LESTE;Residente;5
PR;URUGUAI;Provisório;4
PR;EGITO;Temporário;1
PR;SENEGAL;Provisório;23
PR;JORDÂNIA;Provisório;5
PR;KUAITE;Residente;2
PR;ALEMANHA;Provisório;1
PR;SERRA LEOA;Provisório;11
PR;REINO UNIDO;Temporário;5
SP;BOLÍVIA;Residente;87383
SP;ESPANHA;Residente;22456
SP;MARROCOS;Provisório;376
SP;CHINA;Residente;36379
SP;ANGOLA;Provisório;5142
SP;VENEZUELA;Residente;14610
SP;BOLÍVIA;Temporário;24850
SP;PORTUGAL;Residente;75049
SP;FRANÇA;Residente;7750
SP;CHILE;Residente;15783
SP;ARGENTINA;Residente;22312
SP;PERU;Residente;14407
SP;REINO UNIDO;Residente;3916
SP;VENEZUELA;Provisório;1426
SP;ANGOLA;Temporário;999
SP;AFEGANISTÃO;Temporário;3006
SP;HAITI;Residente;28483
SP;VENEZUELA;Temporário;16560
SP;JAPÃO;Residente;40342
SP;PARAGUAI;Temporário;2145
SP;SÍRIA;Residente;3978
SP;ALEMANHA;Residente;10798
SP;ITÁLIA;Temporário;333
SP;COSTA DO MARFIM;Residente;88
SP;COLÔMBIA;Residente;11217
SP;BANGLADESH;Residente;1472
SP;PAÍSES BAIXOS;Residente;2463
SP;CHINA;Temporário;1530
SP;SUÍCA;Residente;2071
SP;LÍBANO;Residente;6198
SP;ANGOLA;Residente;5333
SP;CUBA;Residente;3312
SP;ITÁLIA;Residente;24587
SP;REINO UNIDO;Temporário;146
SP;ROMÊNIA;Residente;1449
SP;CHINA;Provisório;562
SP;EGITO;Residente;882
SP;COLÔMBIA;Temporário;4708
SP;PARAGUAI;Residente;10211
SP;ESTADOS UNIDOS;Residente;11251
SP;ISRAEL;Residente;978
SP;NEPAL;Residente;54
SP;RÚSSIA;Residente;1012
SP;NORUEGA;Residente;238
SP;CUBA;Provisório;2011
SP;BÉLGICA;Residente;1149
SP;PERU;Temporário;3801
SP;CORÉIA DO SUL;Residente;15691
SP;EQUADOR;Residente;1835
SP;MARROCOS;Residente;550
SP;NIGÉRIA;Residente;4689
SP;DINAMARCA;Residente;437
SP;ALEMANHA;Temporário;406
SP;URUGUAI;Residente;5409
SP;ALEMANHA;Provisório;5
SP;NICARÁGUA;Residente;166
SP;UCRÂNIA;Temporário;162
SP;GUATEMALA;Residente;224
SP;ESTADOS UNIDOS;Temporário;2237
SP;GUIANA;Residente;20
SP;COLÔMBIA;Provisório;77
SP;GRÉCIA;Residente;1023
SP;HAITI;Temporário;4903
SP;ARGÉLIA;Residente;96
SP;GUINÉ BISSAU;Residente;862
SP;TAILÂNDIA;Provisório;23
SP;MÉXICO;Residente;2954
SP;PERU;Provisório;27
SP;REP. DOMINICANA;Residente;400
SP;PORTUGAL;Temporário;246
SP;EQUADOR;Temporário;1707
SP;SUÉCIA;Residente;991
SP;CHILE;Temporário;765
SP;AUSTRIA;Residente;1139
SP;SENEGAL;Provisório;148
SP;FRANÇA;Temporário;576
SP;CINGAPURA;Residente;74
SP;ARMÊNIA;Residente;58
SP;AFEGANISTÃO;Residente;195
SP;GUINÉ;Provisório;98
SP;INDIA;Residente;1344
SP;GUINÉ;Residente;198
SP;NORUEGA;Temporário;37
SP;BANGLADESH;Provisório;210
SP;SOMÁLIA;Residente;11
SP;MOÇAMBIQUE;Provisório;59
SP;FILIPINAS;Residente;552
SP;EL SALVADOR;Residente;203
SP;BULGÁRIA;Residente;127
SP;CONGO;Residente;600
SP;TURQUIA;Residente;556
SP;AUSTRÁLIA;Residente;621
SP;AFEGANISTÃO;Provisório;345
SP;CANADÁ;Residente;1310
SP;BANGLADESH;Temporário;156
SP;CABO VERDE;Temporário;73
SP;PANAMÁ;Residente;256
SP;SENEGAL;Residente;2438
SP;CABO VERDE;Residente;323
SP;BURKINA FASO;Provisório;72
SP;TUNÍSIA;Residente;166
SP;SUDÃO;Residente;75
SP;MOÇAMBIQUE;Temporário;175
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;94
SP;CAMARÕES;Residente;320
SP;INDIA;Provisório;113
SP;LÍBANO;Provisório;294
SP;SERVIA E MONTENEGRO;Residente;1167
SP;TOGO;Residente;176
SP;FINLÂNDIA;Residente;301
SP;AFRICA DO SUL;Residente;386
SP;SURINAME;Provisório;8
SP;NIGÉRIA;Provisório;431
SP;POLÔNIA;Residente;1250
SP;INDIA;Temporário;426
SP;LÍBIA;Residente;189
SP;COSTA RICA;Residente;284
SP;ARGENTINA;Provisório;12
SP;APÁTRIDA;Residente;671
SP;ARGENTINA;Temporário;648
SP;PAQUISTÃO;Residente;595
SP;REPÚBLICA TCHECA;Residente;145
SP;RÚSSIA;Temporário;222
SP;REP. DOMINICANA;Provisório;112
SP;ESPANHA;Temporário;282
SP;IRÃ;Residente;425
SP;SAO TOMÉ E PRÍNCIPE;Temporário;25
SP;CORÉIA DO SUL;Temporário;303
SP;UCRÂNIA;Residente;292
SP;IRLANDA;Residente;416
SP;GANA;Residente;368
SP;BURKINA FASO;Residente;102
SP;MAURITÂNIA;Residente;49
SP;GUINÉ BISSAU;Temporário;140
SP;ARGÉLIA;Provisório;17
SP;GABÃO;Temporário;5
SP;BELARUS;Residente;41
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;217
SP;BENIN;Residente;148
SP;SÍRIA;Temporário;44
SP;MONGÓLIA;Residente;12
SP;FILIPINAS;Temporário;238
SP;TAIWAN, PROVINCIA DA CHINA;Residente;92
SP;CROÁCIA;Residente;97
SP;JORDÂNIA;Residente;252
SP;MOÇAMBIQUE;Residente;271
SP;PALESTINA;Residente;447
SP;QUÊNIA;Residente;54
SP;INDONÉSIA;Residente;195
SP;SERRA LEOA;Residente;140
SP;IRAQUE;Residente;215
SP;MALI;Residente;165
SP;SURINAME;Residente;20
SP;BENIN;Temporário;52
SP;IÊMEN;Residente;152
SP;PAÍSES BAIXOS;Temporário;71
SP;COSTA RICA;Temporário;81
SP;IRLANDA;Temporário;12
SP;SUÍCA;Temporário;60
SP;CUBA;Temporário;254
SP;GÂMBIA;Residente;71
SP;NOVA ZELÂNDIA;Residente;146
SP;LUXEMBURGO;Residente;31
SP;EGITO;Provisório;67
SP;REP. DOMINICANA;Temporário;210
SP;ZÂMBIA;Residente;13
SP;TANZÂNIA;Residente;89
SP;AUSTRÁLIA;Temporário;23
SP;LÍBANO;Temporário;82
SP;COSTA DO MARFIM;Provisório;31
SP;ISRAEL;Temporário;29
SP;MALI;Provisório;53
SP;TCHECOSLOVAQUIA;Residente;114
SP;INDONÉSIA;Temporário;16
SP;GANA;Temporário;25
SP;JAPÃO;Temporário;409
SP;SÃO CRISTOVÃO E NEVIS;Residente;8
SP;NACIONALIDADE INDEFINIDA;Provisório;5
SP;GUINÉ BISSAU;Provisório;185
SP;GANA;Provisório;43
SP;PORTUGAL;Provisório;41
SP;eritréia;Residente;2
SP;MAURITÂNIA;Provisório;31
SP;CAMARÕES;Provisório;64
SP;BÉLGICA;Temporário;53
SP;SUÉCIA;Temporário;100
SP;BELARUS;Temporário;10
SP;TURQUIA;Temporário;26
SP;MYANMAR;Residente;9
SP;AUSTRÁLIA;Provisório;1
SP;FILIPINAS;Provisório;84
SP;TURQUIA;Provisório;54
SP;MÉXICO;Temporário;400
SP;TAILÂNDIA;Residente;108
SP;HUNGRIA;Residente;530
SP;FINLÂNDIA;Temporário;23
SP;CANADÁ;Temporário;60
SP;PALESTINA;Temporário;5
SP;GUINÉ EQUATORIAL;Residente;3
SP;TANZÂNIA;Temporário;4
SP;GUIANA FRANCESA;Residente;77
SP;LETÔNIA;Residente;191
SP;MOLDOVA;Residente;17
SP;GUATEMALA;Temporário;67
SP;SENEGAL;Temporário;76
SP;CABO VERDE;Provisório;22
SP;TUNÍSIA;Provisório;90
SP;NIGÉRIA;Temporário;84
SP;MALTA;Residente;22
SP;BURUNDI;Residente;27
SP;ESLOVÁQUIA;Residente;66
SP;ETIÓPIA;Residente;28
SP;EMIRADOS ÁRABES;Residente;12
SP;HONDURAS;Residente;126
SP;ESTÔNIA;Residente;64
SP;ESTÔNIA;Temporário;6
SP;LITUÂNIA;Residente;1126
SP;VIETINA;Residente;73
SP;TANZÂNIA;Provisório;21
SP;AFRICA DO SUL;Provisório;54
SP;LIBÉRIA;Residente;27
SP;DINAMARCA;Temporário;34
SP;COMORES;Residente;1
SP;SÍRIA;Provisório;56
SP;GEÓRGIA;Residente;13
SP;TRINIDAD E TOBAGO;Residente;27
SP;SRI LANKA;Temporário;24
SP;SÉRVIA;Residente;90
SP;KUAITE;Residente;7
SP;UNIÃO SOVIÉTICA;Residente;63
SP;BULGÁRIA;Temporário;4
SP;UZBEQUISTÃO;Temporário;1
SP;ARMÊNIA;Temporário;3
SP;GÂMBIA;Temporário;4
SP;CONGO;Provisório;103
SP;URUGUAI;Temporário;50
SP;MALÁSIA;Residente;97
SP;CORÉIA DO SUL;Provisório;63
SP;IRÃ;Provisório;63
SP;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;21
SP;IÊMEN;Provisório;23
SP;DOMINICA;Residente;11
SP;NEPAL;Provisório;13
SP;MALAVI;Provisório;1
SP;BÓSNIA-HERZEGOVINA;Residente;18
SP;SAO TOMÉ E PRÍNCIPE;Residente;21
SP;JAMAICA;Temporário;9
SP;ESLOVÊNIA;Residente;40
SP;PALESTINA;Provisório;40
SP;TOGO;Temporário;14
SP;SUDÃO;Provisório;4
SP;BAHAMA,IS;Residente;5
SP;ARÁBIA SAUDITA;Residente;37
SP;TOGO;Provisório;64
SP;BOLÍVIA;Provisório;15
SP;UGANDA;Temporário;7
SP;UGANDA;Residente;21
SP;IRÃ;Temporário;91
SP;SÃO VICENTE E GRANADINAS;Residente;4
SP;AZERBAIJÃO;Residente;5
SP;LETÔNIA;Temporário;5
SP;VIETNAM DO NORTE;Residente;12
SP;NICARÁGUA;Temporário;16
SP;DJIBUTI;Residente;2
SP;HONG-KONG (R.A.E.);Residente;44
SP;JAMAICA;Residente;16
SP;EGITO;Temporário;6
SP;AUSTRIA;Temporário;37
SP;RÚSSIA;Provisório;110
SP;MAURÍCIO;Residente;29
SP;CONGO;Temporário;15
SP;TAIWAN, PROVINCIA DA CHINA;Temporário;13
SP;CINGAPURA;Temporário;9
SP;COSTA DO MARFIM;Temporário;13
SP;JORDÂNIA;Provisório;12
SP;BAREINE;Temporário;1
SP;PANAMÁ;Temporário;39
SP;GUATEMALA;Provisório;3
SP;KOSOVO;Residente;2
SP;TAILÂNDIA;Temporário;9
SP;GUIANA;Temporário;15
SP;SRI LANKA;Residente;12
SP;NOVA ZELÂNDIA;Temporário;11
SP;GUINÉ EQUATORIAL;Provisório;22
SP;GUIANA;Provisório;8
SP;ISLÂNDIA;Residente;20
SP;ILHAS CANARIAS;Residente;8
SP;BELARUS;Provisório;6
SP;CANADÁ;Provisório;2
SP;AFRICA DO SUL;Temporário;15
SP;ANTILHAS HOLÂNDESAS;Residente;4
SP;QUIRGUISTÃO;Residente;6
SP;GABÃO;Residente;5
SP;IUGUSLAVIA;Residente;5
SP;CHADE;Provisório;3
SP;NAMÍBIA;Provisório;9
SP;PARAGUAI;Provisório;11
SP;PAQUISTÃO;Temporário;46
SP;VIETINA;Temporário;10
SP;LETÔNIA;Provisório;2
SP;GUINÉ EQUATORIAL;Temporário;15
SP;GIBRALTAR;Residente;5
SP;SOMÁLIA;Provisório;4
SP;SURINAME;Temporário;4
SP;MALI;Temporário;9
SP;NAMÍBIA;Residente;8
SP;SÉRVIA;Provisório;5
SP;SERRA LEOA;Provisório;17
SP;CATAR;Residente;2
SP;JORDÂNIA;Temporário;5
SP;ESTADOS UNIDOS;Provisório;12
SP;BURUNDI;Provisório;1
SP;CHADE;Residente;6
SP;ALBÂNIA;Residente;25
SP;QUÊNIA;Temporário;17
SP;RUANDA;Residente;4
SP;CHIPRE;Residente;14
SP;LIECHTENSTEIN;Residente;7
SP;HONG-KONG (R.A.E.);Temporário;6
SP;BURUNDI;Temporário;2
SP;EL SALVADOR;Provisório;5
SP;CROÁCIA;Provisório;5
SP;ITÁLIA;Provisório;10
SP;GÂMBIA;Provisório;32
SP;SÉRVIA;Temporário;5
SP;QUÊNIA;Provisório;5
SP;CAMBOJA;Residente;5
SP;ZÂMBIA;Provisório;1
SP;HONDURAS;Temporário;38
SP;ERITRÉIA;Residente;1
SP;BURKINA FASO;Temporário;3
SP;MADAGASCAR;Temporário;1
SP;ETIÓPIA;Temporário;6
SP;EL SALVADOR;Temporário;41
SP;SANTA LÚCIA;Residente;2
SP;PAQUISTÃO;Provisório;26
SP;ESPANHA;Provisório;5
SP;CORÉIA DO NORTE;Residente;6
SP;BENIN;Provisório;23
SP;TRINIDAD E TOBAGO;Provisório;3
SP;CAZAQUISTÃO;Residente;22
SP;SUDÃO;Temporário;1
SP;UZBEQUISTÃO;Residente;13
SP;CAMARÕES;Temporário;16
SP;MALÁSIA;Provisório;5
SP;ROMÊNIA;Temporário;27
SP;ARMÊNIA;Provisório;5
SP;ZIMBÁBUE;Residente;13
SP;MYANMAR;Provisório;2
SP;POLÔNIA;Provisório;5
SP;MACEDÔNIA;Residente;13
SP;GRÉCIA;Temporário;42
SP;HUNGRIA;Temporário;12
SP;GRÉCIA;Provisório;2
SP;MARROCOS;Temporário;19
SP;MÉXICO;Provisório;19
SP;EQUADOR;Provisório;4
SP;CHILE;Provisório;4
SP;UCRÂNIA;Provisório;9
SP;GABÃO;Provisório;4
SP;HAITI;Provisório;17
SP;ERITRÉIA;Provisório;1
SP;BHUTAN;Residente;3
SP;NÍGER;Residente;2
SP;BUTÃO;Residente;9
SP;PORTO RICO;Residente;4
SP;ANDORRA;Residente;4
SP;GRANADA;Residente;6
SP;BELIZE;Residente;2
SP;SAO TOMÉ E PRÍNCIPE;Provisório;6
SP;MALAVI;Residente;4
SP;REP. CENTRO AFRICANA;Residente;4
SP;BARBADOS;Residente;2
SP;REPÚBLICA TCHECA;Temporário;13
SP;PANAMÁ, ZONA DO CANAL;Residente;3
SP;TURCOMENISTÃO;Provisório;1
SP;TURCOMENISTÃO;Temporário;2
SP;POLÔNIA;Temporário;55
SP;ANTÍGUA;Residente;2
SP;REP. MONTENEGRO;Residente;3
SP;TURCOMENISTÃO;Residente;2
SP;GUAM;Residente;3
SP;IRÃ;Residente;1
SP;SEYCHELLES;Residente;1
SP;LESOTO;Residente;2
SP;BERMUDAS;Residente;2
SP;ASHMORE E CARTIER;Residente;1
SP;BAREINE;Residente;1
SP;BOTSUANA;Residente;1
SP;LITUÂNIA;Temporário;4
SP;ARUBA;Temporário;1
SP;GUINÉ;Temporário;5
SP;PANAMÁ;Provisório;1
SP;NEPAL;Temporário;7
SP;IÊMEN;Temporário;1
SP;JAMAICA;Provisório;5
SP;IRAQUE;Provisório;25
SP;LÍBIA;Provisório;6
SP;SANTA LÚCIA;Temporário;1
SP;MASCATE;Residente;2
SP;SERRA LEOA;Temporário;1
SP;GUIANA FRANCESA;Provisório;4
SP;BÓSNIA-HERZEGOVINA;Temporário;5
SP;MALÁSIA;Temporário;62
SP;FRANÇA;Provisório;3
SP;ESLOVÊNIA;Temporário;3
SP;MACAU (R.A.E.);Residente;4
SP;ARÁBIA SAUDITA;Temporário;1
SP;CHIPRE;Temporário;1
SP;TURCAS E CAICOS;Residente;1
SP;DINAMARCA;Provisório;1
SP;LUXEMBURGO;Temporário;1
SP;NAMÍBIA;Temporário;1
SP;HONDURAS;Provisório;6
SP;TUNÍSIA;Temporário;5
SP;IRAQUE;Temporário;2
SP;TAIWAN, PROVINCIA DA CHINA;Provisório;1
SP;HUNGRIA;Provisório;2
SP;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
SP;PAÍSES BAIXOS;Provisório;2
SP;SRI LANKA;Provisório;3
SP;ISRAEL;Provisório;7
SP;GUIANA FRANCESA;Temporário;2
SP;INFNI;Residente;2
SP;BRUNEI;Residente;1
SP;ETIÓPIA;Provisório;3
SP;NICARÁGUA;Provisório;3
SP;MAURITÂNIA;Temporário;1
SP;ROMÊNIA;Provisório;4
SP;INDONÉSIA;Provisório;6
SP;COSTA RICA;Provisório;2
SP;ILHAS BALEARES;Residente;1
SP;ZIMBÁBUE;Temporário;6
SP;SAMOA OCIDENTAL;Residente;4
SP;CAZAQUISTÃO;Temporário;4
SP;NACIONALIDADE INDEFINIDA;Residente;5
SP;BÓSNIA-HERZEGOVINA;Provisório;1
SP;MOLDOVA;Provisório;1
SP;KABARDINO BALKAR;Residente;1
SP;GRANADA;Temporário;1
SP;ZÂMBIA;Temporário;2
SP;TONGA;Residente;1
SP;LIBÉRIA;Temporário;1
SP;ALBÂNIA;Provisório;1
SP;DOMINICA;Provisório;1
SP;REP. CENTRO AFRICANA;Provisório;1
SP;LESOTO;Provisório;1
SP;CROÁCIA;Temporário;11
SP;SAN MARINO;Residente;2
SP;URUGUAI;Provisório;1
SP;GAZA;Residente;1
SP;CAZAQUISTÃO;Provisório;1
SP;BAHAMA,IS;Temporário;1
SP;DOMINICA;Temporário;3
SC;VENEZUELA;Temporário;35713
SC;ARGENTINA;Residente;13716
SC;PARAGUAI;Residente;1406
SC;JORDÂNIA;Residente;110
SC;VENEZUELA;Residente;13266
SC;HAITI;Residente;26277
SC;HAITI;Temporário;6326
SC;ITÁLIA;Residente;1182
SC;ALEMANHA;Residente;1825
SC;SUÍCA;Residente;222
SC;PORTUGAL;Residente;1836
SC;ESPANHA;Residente;613
SC;URUGUAI;Residente;3421
SC;ARGENTINA;Temporário;870
SC;POLÔNIA;Residente;133
